CODE;Descrizione;UM;Depos;Codice-Deposito;Linea;Consumi dal 01/01/19 al 04/02/20;QTY;COST;Totale;Note;;
5126077;PC TRASPARENTE FDA;Kg;18;512607718;;6623,3;1100;2,96319; 3259,51 ;;;
5182072;TPU DESM 192 92 Sha NATURALE;Kg;18;518207218;Auto;6638,23;4000;3,5; 14000,00 ;;;
5142876;ABS P2H-AT UL94HB NERO 31;KG;18;514287618;;6856,41;1150;2,00114; 2301,31 ;;;
5911001;DIVISORE CARTONE 72X110 cm;PZ;18;591100118;;6864,1;1050;0,31921; 335,17 ;;;
5740072;2810124-01 MASTER 744 ABSGP35;Kg;18;574007218;;7002,29;2070;5,72671; 11854,29 ;;;
5911030;9710000177 COPERAUTOMONT1/8;PZ;18;591103018;;7057,64;1320;0,33296; 439,51 ;;;
5910963;7270426 BI ADESIVO sp 2 mm;ML;18;591096318;;7315,2;5600;0,64146; 3592,18 ;;;
5142859;ABS GRIGIO SCURO RAL 7021 GZ;KG;18;514285918;;8483,34;4270;2,2; 9394,00 ;;;
5910793;0K000779AA CLIP FAST 044691911;Pz;18;591079318;;8616;5000;0,12; 600,00 ;;;
5161112;PMMA TRASP ANTIURTO 6103040000;Kg;18;516111218;Auto;8845,69;2078;3,17276; 6593,00 ;;;
5910533;SCATOLA DA 1/8 RIB X LIEBHERR;PZ;18;591053318;;8954,83;280;0,8253; 231,08 ;;;
5139246;PP 20%T NERO 6514040000;Kg;18;513924618;Auto;9008,7;865;1,20001; 1038,01 ;;;
5185031;TPE FORPRENE 6SD001A65;KG;18;518503118;;9467,66;2043;4,5; 9193,50 ;;;
5911006;DIVISORE CARTONE 72X54 cm;PZ;18;591100618;;9593,19;1200;0,14838; 178,06 ;;;
5911006;DIVISORE CARTONE 72X54 cm;PZ;1491;59110061491;;9593,19;850;0,14838; 126,12 ;;;
5139262;PP PHC31-81 NATURALE;Kg;18;513926218;Auto;9694,48;1011;1,54122; 1558,17 ;;;
5910136;VITE PERNO FEMM DIA13X45 ZIN;Pz;18;591013618;Roller;9710;27687;0,06236; 1726,56 ;;;
5910135;VITE PERNO MASCHIO DIA13X17 Z;Pz;18;591013518;;9726;27237;0,05383; 1466,17 ;;;
5139251;PP 20%T HK20-TFH0 NATURALE;Kg;18;513925118;;9966,74;1722;1,65089; 2842,83 ;;;
5000307;SCATOLA DA 1/16 BASSA;PZ;18;500030718;;10119,96;420;0,66836; 280,71 ;;;
5142875;ABS HH4115HI UL94HB WHITE WH15;KG;18;514287518;;11051,9;1600;3,01836; 4829,38 ;;;
5006097;SACCHETTO PE+HD SP1 100 X 120;Pz;18;500609718;;11289;1705;0,348; 593,34 ;;;
5139253;PP NILENE EK 20T V0 NAT;Kg;18;513925318;;11365,94;1250;3,65293; 4566,16 ;;;
5910797;VITE VTCIC  M 6  X 20;Pz;18;591079718;;11488;4200;0,0275; 115,50 ;;;
5103029;PST 454 N NATURALE    2810114;Kg;18;510302918;;11494,55;2278;1,47229; 3353,88 ;;;
5121010;PA 6 CV 30% NEUTRO 1^ SCELTA;Kg;18;512101018;;11535,95;2057;2,42863; 4995,69 ;;;
5006069;TASSEPS D15 MM 215x170x85;Pz;18;500606918;;12084,24;650;0,42778; 278,06 ;;;
5116109;PA 6 CV 30% MICROSFVETRO NAT;KG;18;511610918;;12278,95;2925;2,46657; 7214,72 ;;;
5142870;ABS GP35 FOOD-CE UL94HB NERO;KG;18;514287018;;12284,04;1820;1,72371; 3137,15 ;;;
5910857;FELTRINO PE 800x1200 sp 0,8;Pz;18;591085718;;12634,33;1000;0,07469; 74,69 ;;;
5131318;PP OMOPOL CV 30% NEUTRO;Kg;18;513131818;;12776,53;678;1,64092; 1112,54 ;;;
5910061;FOGLIO PE 1600x500 sp1mm;Pz;18;591006118;;12810,02;2000;0,07205; 144,10 ;;;
5501079;ISOCIANATO  ISO 136/48;kg;18;550107918;Roller;12846,72;2380;4,44847; 10587,36 ;;;
5006039;SACCHETTO CARTENE 35x80;Pz;18;500603918;;12867;6300;0,01748; 110,12 ;;;
5006039;SACCHETTO CARTENE 35x80;Pz;1815;50060391815;;12867;4017;0,01748; 70,22 ;;;
5910973;SCATOLA SAW BLADE TWO;PZ;18;591097318;;13001,28;700;0,42998; 300,99 ;;;
5910975;SEPARATORE SAW BLADE TWO;PZ;18;591097518;;13001,28;1800;0,11028; 198,50 ;;;
5131211;PP OMOPOL NATURALE;Kg;18;513121118;;13539,6;2313;1,38318; 3199,30 ;;;
5005015;PALLETS LEGGERO 1200X800 4781;Pz;18;500501518;;13570,55;2235;3,84759; 8599,36 ;;;
5005015;PALLETS LEGGERO 1200X800 4781;Pz;2066;50050152066;;13570,55;93;3,84759; 357,83 ;;;
5005015;PALLETS LEGGERO 1200X800 4781;Pz;2269;50050152269;;13570,55;61;3,84757; 234,70 ;;;
5005015;PALLETS LEGGERO 1200X800 4781;Pz;2008;50050152008;;13570,55;39;3,84738; 150,05 ;;;
5005015;PALLETS LEGGERO 1200X800 4781;Pz;1491;50050151491;;13570,55;30;3,84759; 115,43 ;;;
5005015;PALLETS LEGGERO 1200X800 4781;Pz;1815;50050151815;;13570,55;5;3,78824; 18,94 ;;;
5005015;PALLETS LEGGERO 1200X800 4781;Pz;2054;50050152054;;13570,55;4;3,84759; 15,39 ;;;
5910937;INSERTO M8 OTTONE;Pz;18;591093718;;13592;3500;0,18688; 654,08 ;;;
5142794;ABS NERO NOVOD H802 5084011848;Kg;18;514279418;Auto;13681,69;510;2,01034; 1025,27 ;;;
5911009;DIVISORE CARTONE 320X240 mm;PZ;18;591100918;;13728,12;5800;0,088; 510,40 ;;;
5911025;NASTRO PE H30 REMOVIBILE TRASP;ML;3136;59110253136;;13983,2;15;0,039; 0,59 ;;;
5000005;SCATOLA DA 1/1;PZ;18;500000518;;14061,42;440;3,9943; 1757,49 ;;;
5125021;PA6 GF50 AKULON ULTK-FG0 NAT;Kg;18;512502118;Auto;14271,88;3971;3,33846; 13257,02 ;;;
5185038;GOMMA TPE KRAIBURG TP6LDZ NERO;Kg;18;518503818;Auto;14784,13;248;4,48746; 1112,89 ;;;
5139252;PP V2 POLAD A 121 GRI 7035;Kg;18;513925218;;14908,01;1040;1,92974; 2006,93 ;;;
5501057;POLIETEROLO 90580;kg;18;550105718;Roller;14957,34;1470;5,8; 8526,00 ;;;
5910991;DIVISORE CARTONE 90X110 cm;PZ;18;591099118;;14969,53;300;0,49813; 149,44 ;;;
5131222;PP AUTOESTV0 NATURALE;Kg;18;513122218;;15290,88;2055;3,3693; 6923,91 ;;;
5910226;PERNO FILETTATO M10X15;Pz;18;591022618;Roller;15591;3133;0,07521; 235,63 ;;;
5006085;TASS EPS D10 MM 25X30X35;Pz;18;500608518;;15761,65;5570;0,02385; 132,84 ;;;
5900933;NEW SCATOLA SEDUTA NEUTRA;Pz;18;590093318;;16153;880;0,75204; 661,80 ;;;
5000237;DIVISORE CART 400X600 CALLIG;PZ;18;500023718;;16498;2700;0,12631; 341,04 ;;;
5911065;TRAMEZZA CORDONATA 710X385;PZ;18;591106518;;16670,92;2100;0,155; 325,50 ;;;
5142817;ABS NOVODUR P2H AT NERO;Kg;18;514281718;;16788,34;2555;2,19109; 5598,23 ;;;
5006086;SACCHETTO PE+HD SP1 CARTER STD;Pz;18;500608618;;17160;1000;0,44995; 449,95 ;;;
5910796;VITE VTCIC AUTOF 4,8 X 38;Pz;18;591079618;;17232;7000;0,02525; 176,75 ;;;
5000006;SCATOLA DA 1/8;PZ;18;500000618;;17294,57;650;0,81645; 530,69 ;;;
5142812;ABS MARRONE MET/1 CT NC;Kg;18;514281218;;17936,02;2960;2,7183; 8046,17 ;;;
5139259;PP 40% CM DENILEN M 4012 NATUR;Kg;18;513925918;;18059,17;3215;2,14858; 6907,68 ;;;
5142874;ABS HH4115HI UL94HB BLACK BK85;KG;18;514287418;;18218,82;6630;2,89056; 19164,41 ;;;
5183097;TPU NATDESMOP5080A 699002000;KG;18;518309718;Auto;19123,85;3113;4,67415; 14550,63 ;;;
5000318;SEPARATORE ALVEARE  2X4;PZ;18;500031818;;19159,5;1200;0,18674; 224,09 ;;;
5910784;SACCO CARTENE 700 X 750 AL;Pz;18;591078418;Auto;19746,18;3200;0,0256; 81,92 ;;;
5910784;SACCO CARTENE 700 X 750 AL;Pz;1815;59107841815;Auto;19746,18;2452;0,02561; 62,80 ;;;
5142849;ABS DAFNELAC SF/B DQ NERO MATT;KG;18;514284918;;20469,85;2980;2,45; 7301,00 ;;;
5139256;PP OMO 20% FV GB205U NERO;Kg;18;513925618;Auto;20519,09;2020;2,4256; 4899,71 ;;;
5000007;SCATOLA DA 1/4;PZ;18;500000718;;20564,18;555;1,36211; 755,97 ;;;
5161121;PMMA 8N ROSSO 33691 EVONIK;Kg;18;516112118;Auto;20781,45;3995;2,54703; 10175,38 ;;;
5006099;TASSEPS D10 MM 170x108x85;Pz;18;500609918;;21901,35;882;0,1409; 124,27 ;;;
5910809;VITE VTBIC AUTOF 6X70 LN1447;Pz;1815;59108091815;;22024;1762;0,10865; 191,44 ;;;
5910898;0G001871AB ANTIVIBRANTE;Pz;18;591089818;;22470;1500;0,25287; 379,31 ;;;
5157013;2810056 SAN LURAN 358N 77846;Kg;18;515701318;;22933,77;12480;2,20916; 27570,32 ;;;
5139247;PP V2 POLAD A 121 NERO;Kg;18;513924718;;24112,43;2190;1,70531; 3734,63 ;;;
5911000;SACCHETTO PE 750X850;Pz;18;591100018;;24598;1250;0,183; 228,75 ;;;
5900924;SCATOLA SGABELLO NEUTRA;Pz;18;590092418;;25132;1300;0,6423; 834,99 ;;;
5900922;SACCHIN ESP60X60cm sp 1mm;Pz;18;590092218;;26022;2100;0,1; 210,00 ;;;
5006060;8044793 SACCHETTO 300x400x005;Pz;18;500606018;;26471,5;5900;0,0346; 204,14 ;;;
5139261;PP OMO HF 955 MO NATURALE;Kg;18;513926118;;28958,72;2463;1,3857; 3412,98 ;;;
5000053;DIVISORE DA 1/1  1180x770;PZ;18;500005318;;29118,3;2130;0,32325; 688,52 ;;;
5911036;BUSTA 450X400 PE-HD;PZ;18;591103618;;29376;2200;0,05701; 125,42 ;;;
5142835;ABS 100-120 NERO 831 508408000;Kg;18;514283518;Auto;29864,94;2190;2,39; 5234,10 ;;;
5142845;ABS NERO EA (Antracite MATT);KG;18;514284518;;30509,85;2010;2,58; 5185,80 ;;;
5142832;2810156-00 ABS/PC GRRAL 7004;KG;18;514283218;;30637,24;6000;3,219; 19314,00 ;;;
5910631;OR 2056-D14x1,78 EPDM 40 NERO;Pz;2814;59106312814;;31950;18650;0,01447; 269,87 ;;;
5142834;ABS NERO SAMSUNG 5084011328;Kg;18;514283418;Auto;31988,05;4890;1,97175; 9641,86 ;;;
5139224;PP CV 50% AGR NATURALE;KG;18;513922418;Roller;32445,26;3322;1,8335; 6090,89 ;;;
5Q307001;SACCHI PE NEUTRI 23X44 SP50;Pz;18;5Q30700118;;33443;4200;0,03088; 129,70 ;;;
5Q307001;SACCHI PE NEUTRI 23X44 SP50;Pz;1815;5Q3070011815;;33443;1007;0,03088; 31,10 ;;;
5142815;ABS+PC BAYBLEND T65 XF NERO;KG;18;514281518;;33448,78;2880;3,23315; 9311,47 ;;;
5911038;BUSTA 280X200 PE-HD T2;PZ;18;591103818;;35050,5;6000;0,02895; 173,70 ;;;
5910245;7744308-00 TASSELLO GRIGIO MET;Pz;18;591024518;;35612;33000;0,0075; 247,50 ;;;
5910651;224070810  VALVOLA CONTR ARI;NR;2814;59106512814;;37505;10155;0,10259; 1041,80 ;;;
5142830;PC-ABS 65 PURE WHITE;KG;18;514283018;;39395,58;3930;2,98317; 11723,86 ;;;
5000143;DIVISORE 730x770 COR GR LIEBH;Pz;18;500014318;;40002,63;2170;0,17894; 388,30 ;;;
5201570;ETICH ADESIVA H-G0001000;Pz;18;520157018;;40029,5;2000;0,003; 6,00 ;;;
5911037;BUSTA 320X270 PE-HD T1;PZ;18;591103718;;42074;5000;0,04787; 239,35 ;;;
5126081;PC MAKROLON 2447 TRASP550396;KG;18;512608118;Auto;43770,58;3715;2,5709; 9550,89 ;;;
5911005;VITE TC + BORDINO AUTOF 5X14;Pz;18;591100518;;44212;11000;0,085; 935,00 ;;;
5900918;SACCHIN ESP65X100cm sp 1mm;Pz;18;590091818;;44749;1300;0,18208; 236,70 ;;;
5910246;2622008-00 GUARNIN SILICONE;Pz;18;591024618;;51480;3880;0,10772; 417,95 ;;;
5110114;ABS BIANCO NCS 0502 B (7801);Kg;18;511011418;;52442,38;5750;2,45714; 14128,56 ;;;
5139248;PP 15% CM V2 NERO AE 015 C MAD;Kg;18;513924818;;52683,19;7000;1,90464; 13332,48 ;;;
5910844;FILM PROTETTIVO TRASP C 040;MT;18;591084418;;54002,45;3750;0,1102; 413,25 ;;;
5910844;FILM PROTETTIVO TRASP C 040;MT;2269;59108442269;;54002,45;2250;0,1102; 247,95 ;;;
5910629;A-8048 ANELLO AIS - AISI 304;Pz;2814;59106292814;;55975;28085;0,07751; 2176,87 ;;;
5006093;SACCHETTO PELD 25X60 SP 50 MY;Pz;18;500609318;;56088;4800;0,053; 254,40 ;;;
5910561;2622691-01 GUARNIZIN SILICONE;Mt;1815;59105611815;;57485,57;2000;0,07895; 157,90 ;;;
5910134;SACCHETTO PELD 15X30 SP 50 MY;Pz;18;591013418;;58205,25;12000;0,01601; 192,12 ;;;
5000317;DIVISORE 1/8 MOD350X550;PZ;18;500031718;;58637,73;3160;0,09163; 289,55 ;;;
5910244;7744304-00 TASSELLO BIANCO 744;Pz;18;591024418;;61770;15000;0,0075; 112,50 ;;;
5000055;DIVISORE DA 1/4  570 X 770;PZ;18;500005518;;62157,2;1730;0,13881; 240,14 ;;;
5183103;7270044 MTP 20X6 mm;Ml;1815;51831031815;;63599,8;1618;0,0602; 97,40 ;;;
5183103;7270044 MTP 20X6 mm;Ml;18;518310318;;63599,8;375;0,0602; 22,58 ;;;
5910972;SCATOLA SAW BLADE SINGLE;PZ;18;591097218;;68461,06;1980;0,34501; 683,12 ;;;
5910974;SEPARATORE SAW BLADE SINGLE;PZ;18;591097418;;68461,06;3080;0,08804; 271,16 ;;;
5910957;FOAM MTP ADTPU;Ml;18;591095718;Auto;69143,5;4500;0,24204; 1089,18 ;;;
5911011;FOGLIO CARTENE 370X500 STRAPPO;PZ;18;591101118;;73583,38;8125;0,01636; 132,93 ;;;
5910888;INSERTO M4 OTTONE CON TESTA;Pz;18;591088818;;76152;30000;0,08499; 2549,70 ;;;
5006050;FELTRINO PE f mm300x700;Nr;18;500605018;;79114,36;2500;0,01901; 47,53 ;;;
5910942;A4-6353 CONTATTO GRANDE;Pz;1815;59109421815;;79415;45895;0,09357; 4294,40 ;;;
5910941;A4-6352 CONTATTO PICCOLO;Pz;1815;59109411815;;79415;45704;0,04679; 2138,49 ;;;
5911026;VITE 3,5X9,5 PHTCCXPL UNI9789;Pz;3136;59110263136;;80416;23300;0,00228; 53,12 ;;;
5142796;ABS NAT TERLU HH112 508007000;Kg;18;514279618;Auto;81979,01;12581;1,89501; 23841,12 ;;;
5910940;A4-6351 MOLLA 15 x 6;Pz;1815;59109401815;;82715;51822;0,0088; 456,03 ;;;
5110375;ABS GRIGIO RAL 7024 - GG;Kg;18;511037518;;85248,69;7647;2,2; 16823,40 ;;;
5142842;PC+ABS WP-1089 NERO 5204041328;KG;18;514284218;Auto;87539,9;3020;2,33301; 7045,69 ;;;
5142831;2810154-00 ABS/PC 744;KG;18;514283118;;90427,05;8930;3,24985; 29021,16 ;;;
5910751;2884783-01 TUBO LUNGO 742810/;Pz;1815;59107511815;;90500;3000;0,75999; 2279,97 ;;;
5910630;OR 2087-D21,95x1,78 EPDM 40;Pz;2814;59106302814;;93965;25970;0,01523; 395,52 ;;;
5910603;FOGLIO PE  mm280X370 SP1 1/32;Pz;18;591060318;;94966,37;7500;0,011; 82,50 ;;;
5006092;SACCHETTO PE1MM+HD CM 28X94;Pz;18;500609218;;97252;4200;0,083; 348,60 ;;;
5910862;VITE TBC AUT 5X10 X PLASTICA Z;Pz;18;591086218;;98868;9000;0,01777; 159,93 ;;;
5006094;TASS EPS D10 MM 30X30X30;Pz;18;500609418;;100672,36;500;0,02327; 11,64 ;;;
5910409;VITE PER TRUCIOLTC 35X16 ZB;Pz;18;591040918;;107356;17000;0,00465; 79,05 ;;;
5161111;PMMA TRASP INCOL 8N 6103010096;Kg;18;516111118;Auto;108461,23;7012;2,29699; 16106,49 ;;;
5910606;SACCH PE+HD 150X165 SP1 MM;Pz;18;591060618;;110197;22800;0,01498; 341,54 ;;;
5139239;PP BOREALIS BORMOD BF970MO NAT;Kg;18;513923918;;111535,77;3491;1,34443; 4693,41 ;;;
5911043;FIXING PIN 0579420000;Pz;18;591104318;Auto;112115;23000;0,04; 920,00 ;;;
5911060;6013216161 GRIGLIA POGGIATAZZE;PZ;18;591106018;;115868;21600;0,3607; 7791,12 ;;;
5911061;8007900024 TARGHET PET BIANCA;PZ;18;591106118;;115938;12300;0,0019; 23,37 ;;;
5911059;5613296461 BUSTA PEHD 140X230;PZ;18;591105918;;116358;36000;0,0256; 921,60 ;;;
5006095;SACCHETTO HD 80+18+18X95 10MY;Pz;18;500609518;;117660,11;5200;0,05498; 285,90 ;;;
5910810;VITE VTBIC AUTOF 3,5X16;Pz;1815;59108101815;;119227;28403;0,00393; 111,62 ;;;
5910943;VITE TRILOBATA TSP+INOX 4x14;Pz;1815;59109431815;;122480;7994;0,048; 383,71 ;;;
5000054;DIVISORE 1/8 585X385;PZ;18;500005418;;132975,68;3400;0,09157; 311,34 ;;;
5910917;DADO M9X0,75 E13X5,3 13002187;Pz;18;591091718;;133870;25270;0,04696; 1186,68 ;;;
5910889;INSERTO FILETTATO M5 ACCIAIO;Pz;18;591088918;;134040;21800;0,12142; 2646,96 ;;;
5910916;PINZA E12X14 13002455;Pz;18;591091618;;137282;26217;0,09035; 2368,71 ;;;
5142846;ABS GRIGIO STAREX 5085061328;KG;18;514284618;Auto;141603,06;18065;2,04919; 37018,62 ;;;
5157018;SAN KOSTIL B266 2030 NATURALE;Kg;18;515701818;;158323,22;18900;1,44722; 27352,46 ;;;
5110163;ABS GP 35 NATURALE 2810064;Kg;18;511016318;;172321,25;15464;1,85832; 28737,06 ;;;
5910770;4026174026 VITE TC+KA 3,5X8;Pz;2269;59107702269;;195333;27825;0,034; 946,05 ;;;
5910914;INSERTO M6 86X9 NK Senza Int;Pz;18;591091418;;218060;91200;0,0646; 5891,52 ;;;
5103093;2810068-00 PST ANTESCRimo NAT;Kg;18;510309318;;233562,3;23722;1,50337; 35662,94 ;;;
5006052;FELTRINO PE f mm570x770 1/4;Nr;18;500605218;;243924,56;8500;0,041; 348,50 ;;;
5006052;FELTRINO PE f mm570x770 1/4;Nr;1491;50060521491;;243924,56;1000;0,041; 41,00 ;;;
5910989;20557004 CIRCUITO TRANCIATO;Pz;18;591098918;Auto;252990;37500;0,17935; 6725,63 ;;;
5910480;VTBIC VITE  39 X 13;Pz;18;591048018;;332520;60000;0,00644; 386,40 ;;;
5006091;SACCHETTO HD 15+10X35 IN MAZZO;Pz;18;500609118;Auto;336672;24000;0,0136; 326,40 ;;;
5910490;CUSCINETTO NSK 6200 ZZ C3;Pz;18;591049018;Roller;341126;22560;0,49984; 11276,39 ;;;
5910570;FOGLIO PE ESP mm440X600 1/8;NR;18;591057018;;483602,15;9600;0,02; 192,00 ;;;
5900625;CUSCINETTO 6000-ZZ LP;Pz;18;590062518;Roller;1103853;24000;0,26278; 6306,72 ;;;
5910964;ANTITACCHEGGIO ZLDR7K51;PZ;18;591096418;;6483681;540000;0,03865; 20871,00 ;;;
5161108;PMMA (ANSA) ROSSO 90827000;KG;18;516110818;;;3873;2,7085; 10490,02 ;;;
5110113;ABS NERO 070 (7802);Kg;18;511011318;;;1225;2,2841; 2798,02 ;;;
5157010;SAN LURAN 368R-77741 NATURALE;Kg;18;515701018;;;1250;2,18; 2725,00 ;;;
5116114;PA 66 NAT ADDIN POLIMERIZZ;KG;18;511611418;;;1050;2,42611; 2547,42 ;;;
5161108;PMMA (ANSA) ROSSO 90827000;KG;5;51611085;;;890;2,7085; 2410,57 ;;;
5116141;PA 6 SV30% NOVAMID B30 PE GB30;KG;18;511614118;;;775;3,04464; 2359,60 ;;;
5183095;GOMMA KRAIBURG TF7FMA NATFDA;KG;18;518309518;;;125;14,3981; 1799,76 ;;;
5185027;SEBS MARFRAN G3 ShA90 RLS NERO;Kg;18;518502718;Auto;;525;3,20353; 1681,85 ;;;
5910855;MASTER NERO 5% 6804050000;Kg;18;591085518;Auto;;537;2,88; 1546,56 ;;;
5910899;VITE TC AUTOF 5X14 PER PLASTI;Pz;18;591089918;;;14000;0,08504; 1190,56 ;;;
5126050;RESINA POM COP CV 25% NAT;Kg;18;512605018;;;425;2,72985; 1160,19 ;;;
5151174;APEC 1695 NATURALE;Kg;18;515117418;;;100;9; 900,00 ;;;
5910967;SCATOLA 895X1090X615 TECHNOGYM;PZ;18;591096718;;;170;5,2; 884,00 ;;;
5911018;2884025 TUBO LUNGO;Pz;1815;59110181815;;;999;0,85; 849,15 ;;;
5Q111031;GOMMA TERM 111-45 SHA NERO;Kg;18;5Q11103118;Auto;;185;4,04996; 749,24 ;;;
5910807;MASTER PP GIALLO 1% RAL 1021;Kg;18;591080718;;;86;8,1; 696,60 ;;;
5114062;ABS AutV0 UV BIANCO ral 9010;KG;18;511406218;;;265;2,314; 613,21 ;;;
5910867;NEW ETICH ADESCARTA EPC 250;Pz;18;591086718;;;23131;0,026; 601,41 ;;;
5151171;APEC 2097 NATURALE;Kg;18;515117118;;;50;11,9; 595,00 ;;;
5116121;PA 6 CV 30% NERO;KG;18;511612118;;;209;2,73953; 572,56 ;;;
5142828;ABS-PC V0 BIA RAL 9010 SP 16;KG;18;514282818;;;114;5; 570,00 ;;;
5740036;MASTER GRRAL 9002 X ABS GP 35;Kg;18;574003618;;;43;11,79997; 507,40 ;;;
5002074;SACCH PE 80+27+27X120 sp23my;PZ;18;500207418;;;6320;0,0801; 506,23 ;;;
5137015;PBT CV 30% NATATURALE;KG;18;513701518;Roller;;175;2,64545; 462,95 ;;;
5910789;ADDITIVO ANTIBATTERICO PS 3 %;Kg;18;591078918;;;12;38; 456,00 ;;;
5116122;PA 6 CM 30% NERO;KG;18;511612218;;;150;3,03787; 455,68 ;;;
5111025;ABS TERMORES 7801/0502 B;Kg;18;511102518;;;1575;0,2887; 454,70 ;;;
5760023;DISTACCANTE  CORNING MB50-004;KG;18;576002318;;;70;6; 420,00 ;;;
5151144;PC ROSSO 5871051800;Kg;18;515114418;Auto;;126;3,09; 389,34 ;;;
5760036;2810781-00 MASTER GRIGIO TINTO;Kg;18;576003618;;;26;14,7; 382,20 ;;;
5161105;PLEXIGLAS 7N OPALE 06531;Kg;18;516110518;;;71;4,80078; 340,86 ;;;
5740238;MASTER X PA-PP-PE GRIRAL 7047;KG;18;574023818;;;50;6,43742; 321,87 ;;;
5740052;MASTER KR543 BIANCO 3617;Kg;18;574005218;;;31;9,36818; 290,41 ;;;
5910558;MASTER GRIGIO X TELAI SPERITEX;Kg;18;591055818;;;68;4,14653; 281,96 ;;;
5940284;MASTER RAL 7006 ABS 3%;Kg;18;594028418;;;42;6,7; 281,40 ;;;
5710031;MASTER CROMO 8400 - ST/P 0468;KG;18;571003118;Roller;;18;14,38936; 259,01 ;;;
5Q111004;GOMMA SANTOPRENE 191-70 NERO;Kg;18;5Q11100418;Auto;;75;3,2994; 247,46 ;;;
5940278;MASTER ANTISTATICO 5% AS 1035;Kg;18;594027818;;;48;4,61886; 221,71 ;;;
5910790;MASTER KR51090 GRIGIO 1%;Kg;18;591079018;;;22;9,06; 199,32 ;;;
5940303;MASTER PA BLU 24264 2%;Kg;18;594030318;Roller;;21;8,8; 184,80 ;;;
5910640;INSERTO X GIROTTES 22 A-8037;Pz;18;591064018;;;167;1,10364; 184,31 ;;;
5740041;2810779-MASTTINTO X ABS GP 35;Kg;18;574004118;;;19;9,28893; 176,49 ;;;
5Q199003;MASTER GRIGIO CARB614;Kg;18;5Q19900318;Auto;;61;2,5607; 156,20 ;;;
5000122;DIVISORE CARTONE 610X610;PZ;18;500012218;;;1140;0,13133; 149,72 ;;;
5157016;SAN LURAN 368R BIANCO 799;Kg;18;515701618;;;50;2,95; 147,50 ;;;
5Q102011;ABS GRIGIO 688;Kg;18;5Q10201118;Auto;;100;1,4273; 142,73 ;;;
5128109;RESINA POMCOP NATURALE;KG;18;512810918;;;75;1,8; 135,00 ;;;
5910776;STEARATO DI ZINCO;Kg;18;591077618;;;54;2,5; 135,00 ;;;
5114065;ABS AUTV0 1,6m BIANCO ROHS UV;KG;18;511406518;;;25;4,7; 117,50 ;;;
5Q106014;PMMA ARANCIO;Kg;18;5Q10601418;Auto;;44;2,3898; 105,15 ;;;
5740244;MASTER X ABS ARANCIO 7006 TR;KG;18;574024418;;;68;1,5318; 104,16 ;;;
5116137;PA 6 NERO 28-17 CERT RHOS;KG;18;511613718;;;50;1,98; 99,00 ;;;
5002054;SACCHCARTENE 60x90 APERT60;Pz;1815;50020541815;;;3050;0,03088; 94,18 ;;;
5139245;PP CM 30% GRIGIO 167711458;Kg;18;513924518;Auto;;40;2,3; 92,00 ;;;
5910931;MOZZO STAR 64 C22 CROMO;Pz;18;591093118;Roller;;148;0,6; 88,80 ;;;
5142799;ABS GRIGIO PANTONE 428 C;Kg;18;514279918;;;24;3,5; 84,00 ;;;
5740272;MASTER GRIRAL 7004 X POM ALIM;Kg;18;574027218;;;12;6,9; 82,80 ;;;
5910879;732279636 SCATOLA DA 1/8 SOLE;PZ;18;591087918;Auto;;140;0,51; 71,40 ;;;
5740213;MASTER X AUT Vo / V2 UL 94;KG;18;574021318;;;10;6,55455; 65,55 ;;;
5740285;MASTER BIANCO PE 16040 FDA;KG;18;574028518;;;18;3,51; 63,18 ;;;
5185035;SEBS MARFRAN EG2 RLS 70;Kg;18;518503518;Auto;;15;3,11667; 46,75 ;;;
5940291;MASTER GIALLO RAL 1003 PU;Kg;18;594029118;;;3;14,8; 44,40 ;;;
5910936;RONDELLA d5,3-D10 SP 1;Pz;18;591093618;;;12000;0,0033; 39,60 ;;;
5740237;MASTER X ABS GRIRAL 7012 BSG;KG;18;574023718;;;10;3,1329; 31,33 ;;;
5740200;MASTER BIANCO ETP 10850-8;KG;18;574020018;;;13;2,2623; 29,41 ;;;
5910930;MOZZO STAR 64 C22 NERO;Pz;18;591093018;Roller;;49;0,6; 29,40 ;;;
5910637;31168831 PERNO EROG/DEVIATORE;Pz;2814;59106372814;;;23;1,25641; 28,90 ;;;
5910833;MASTER GRIG 7038 5% 6805170000;Kg;18;591083318;Auto;;5;4,5; 22,50 ;;;
5005056;SCATOLA MISEST300X400X220mm;PZ;10;500505610;Roller;;868;0,018; 15,62 ;;;
5Q106007;PMMA NEUTRO 7M;Kg;18;5Q10600718;Auto;;5;2,9; 14,50 ;;;
5910130;VITE TC M6X13 IMPR TORX T25;Pz;18;591013018;Roller;;158;0,07982; 12,61 ;;;
5910107;SCATOLA 200X200X300;Pz;10;591010710;Roller;;370;0,019; 7,03 ;;;
5910368;103534 PARAFIL R150 25X25mm;Pz;18;591036818;;;72634;1E-05; 0,73 ;;;
5910192;BOCCOLA RTA DELTA D16X123;Pz;10;591019210;Roller;;5084;1E-05; 0,05 ;;;
5910193;VITE RTA DELTA M4X12;Pz;10;591019310;Roller;;3496;1E-05; 0,03 ;;;
5000044;8021110000*SCATKIT RICAMB350;Pz;10;500004410;Roller;;899;1E-05; 0,01 ;;;
5136051;NORYL GFN3 801 NAT;KG;18;513605118;;;175;1E-05; -   ;;;
